Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007,SE_A09003_001,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007
"06037204420","14000US06037204420","Census Tract 2044.20","Census Tract 2044.20, Los Angeles County, California","ca","140","00","ACSSF","0004391",,,,,"06","037",,,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,26529.42,0.116625250773363,3094,1857,179,12,103,0,879,64,60.02,5.79,0.39,3.33,0,28.41,2.07,1203,721,632,89,345,0,10,107,0,20,59.93,52.54,7.4,28.68,0,0.83,8.89,0,1.66,1177,1083,577,69,300,107,10,20,92.01,49.02,5.86,25.49,9.09,0.85,1.7,33,859,303,369,151,24,7,5,35.27,42.96,17.58,2.79,0.81,0.58
"06037204600","14000US06037204600","Census Tract 2046","Census Tract 2046, Los Angeles County, California","ca","140","00","ACSSF","0004392",,,,,"06","037",,,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,18918.46,0.217829580677594,4121,3330,70,38,70,0,587,26,80.81,1.7,0.92,1.7,0,14.24,0.63,1507,1115,947,168,306,9,0,39,11,27,73.99,62.84,11.15,20.31,0.6,0,2.59,0.73,1.79,1507,1195,635,168,279,39,47,27,79.3,42.14,11.15,18.51,2.59,3.12,1.79,33,931,313,388,134,61,15,20,33.62,41.68,14.39,6.55,1.61,2.15
"06037204700","14000US06037204700","Census Tract 2047","Census Tract 2047, Los Angeles County, California","ca","140","00","ACSSF","0004393",,,,,"06","037",,,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676,14539.89,0.390374395557045,5676,3783,114,41,65,0,1563,110,66.65,2.01,0.72,1.15,0,27.54,1.94,2536,2064,1881,183,259,0,0,80,0,133,81.39,74.17,7.22,10.21,0,0,3.15,0,5.24,2534,1157,784,84,139,57,34,59,45.66,30.94,3.31,5.49,2.25,1.34,2.33,29,656,110,243,207,44,52,0,16.77,37.04,31.55,6.71,7.93,0
"06037204810","14000US06037204810","Census Tract 2048.10","Census Tract 2048.10, Los Angeles County, California","ca","140","00","ACSSF","0004394",,,,,"06","037",,,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5462,18379.16,0.297184388499097,5462,3947,154,50,30,0,1220,61,72.26,2.82,0.92,0.55,0,22.34,1.12,2463,1907,1741,166,370,0,0,104,0,82,77.43,70.69,6.74,15.02,0,0,4.22,0,3.33,2463,1432,857,104,315,104,0,52,58.14,34.79,4.22,12.79,4.22,0,2.11,28,788,145,320,251,72,0,0,18.4,40.61,31.85,9.14,0,0
"06037204820","14000US06037204820","Census Tract 2048.20","Census Tract 2048.20, Los Angeles County, California","ca","140","00","ACSSF","0004395",,,,,"06","037",,,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,17361.29,0.123608294710246,2146,1187,43,0,1,0,901,14,55.31,2,0,0.05,0,41.99,0.65,915,602,516,86,169,0,0,93,0,51,65.79,56.39,9.4,18.47,0,0,10.16,0,5.57,914,543,339,60,103,26,0,15,59.41,37.09,6.56,11.27,2.84,0,1.64,28,277,60,107,41,53,10,6,21.66,38.63,14.8,19.13,3.61,2.17
"06037204910","14000US06037204910","Census Tract 2049.10","Census Tract 2049.10, Los Angeles County, California","ca","140","00","ACSSF","0004396",,,,,"06","037",,,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263,16304.32,0.200131043078192,3263,2454,23,15,22,0,732,17,75.21,0.7,0.46,0.67,0,22.43,0.52,1480,1076,916,160,160,0,7,155,16,66,72.7,61.89,10.81,10.81,0,0.47,10.47,1.08,4.46,1470,987,587,107,133,85,23,52,67.14,39.93,7.28,9.05,5.78,1.56,3.54,28,651,194,272,152,24,9,0,29.8,41.78,23.35,3.69,1.38,0
"06037204920","14000US06037204920","Census Tract 2049.20","Census Tract 2049.20, Los Angeles County, California","ca","140","00","ACSSF","0004397",,,,,"06","037",,,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,7511.196,0.351342168380703,2639,2085,27,40,0,0,487,0,79.01,1.02,1.52,0,0,18.45,0,1049,878,818,60,64,0,0,45,0,62,83.7,77.98,5.72,6.1,0,0,4.29,0,5.91,1049,538,387,26,41,37,0,47,51.29,36.89,2.48,3.91,3.53,0,4.48,28,365,69,166,87,43,0,0,18.9,45.48,23.84,11.78,0,0
"06037205110","14000US06037205110","Census Tract 2051.10","Census Tract 2051.10, Los Angeles County, California","ca","140","00","ACSSF","0004398",,,,,"06","037",,,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861,34847.63,0.110796652339702,3861,2788,28,0,122,0,846,77,72.21,0.73,0,3.16,0,21.91,1.99,1755,1179,1055,124,417,0,27,88,19,25,67.18,60.11,7.07,23.76,0,1.54,5.01,1.08,1.42,1755,1755,1055,124,417,88,46,25,100,60.11,7.07,23.76,5.01,2.62,1.42,31,846,95,452,203,91,0,5,11.23,53.43,24,10.76,0,0.59
"06037205120","14000US06037205120","Census Tract 2051.20","Census Tract 2051.20, Los Angeles County, California","ca","140","00","ACSSF","0004399",,,,,"06","037",,,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521,6220.013,0.566075981819221,3521,2511,93,0,35,0,851,31,71.31,2.64,0,0.99,0,24.17,0.88,1454,1184,1063,121,188,0,11,25,0,46,81.43,73.11,8.32,12.93,0,0.76,1.72,0,3.16,1454,1312,934,112,188,25,11,42,90.23,64.24,7.7,12.93,1.72,0.76,2.89,28,849,202,385,183,67,12,0,23.79,45.35,21.55,7.89,1.41,0
"06037206010","14000US06037206010","Census Tract 2060.10","Census Tract 2060.10, Los Angeles County, California","ca","140","00","ACSSF","0004400",,,,,"06","037",,,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3943,7201.219,0.547546166237064,3943,1070,8,0,1505,0,1309,51,27.14,0.2,0,38.17,0,33.2,1.29,1590,1001,864,137,318,9,22,149,0,91,62.96,54.34,8.62,20,0.57,1.38,9.37,0,5.72,1590,1457,747,137,318,133,31,91,91.64,46.98,8.62,20,8.36,1.95,5.72,32,1066,304,415,161,131,42,13,28.52,38.93,15.1,12.29,3.94,1.22
"06037206020","14000US06037206020","Census Tract 2060.20","Census Tract 2060.20, Los Angeles County, California","ca","140","00","ACSSF","0004401",,,,,"06","037",,,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666,26617.28,0.325577956345744,8666,3572,2913,133,276,53,1443,276,41.22,33.61,1.53,3.18,0.61,16.65,3.18,424,274,243,31,117,0,0,0,11,22,64.62,57.31,7.31,27.59,0,0,0,2.59,5.19,424,424,243,31,117,0,11,22,100,57.31,7.31,27.59,0,2.59,5.19,38,288,5,177,94,12,0,0,1.74,61.46,32.64,4.17,0,0
"06037206031","14000US06037206031","Census Tract 2060.31","Census Tract 2060.31, Los Angeles County, California","ca","140","00","ACSSF","0004402",,,,,"06","037",,,,"206031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,2136.497,1.77299585944028,3788,1885,206,9,1187,85,169,247,49.76,5.44,0.24,31.34,2.24,4.46,6.52,2839,1781,1525,256,374,15,79,86,13,491,62.73,53.72,9.02,13.17,0.53,2.78,3.03,0.46,17.29,2839,2009,1021,94,290,68,86,450,70.76,35.96,3.31,10.21,2.4,3.03,15.85,29,1686,268,871,451,96,0,0,15.9,51.66,26.75,5.69,0,0
"06037206032","14000US06037206032","Census Tract 2060.32","Census Tract 2060.32, Los Angeles County, California","ca","140","00","ACSSF","0004403",,,,,"06","037",,,,"206032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185,14001.98,0.370304804501025,5185,3287,115,51,777,0,946,9,63.39,2.22,0.98,14.99,0,18.24,0.17,2257,1607,1310,297,283,0,3,140,16,208,71.2,58.04,13.16,12.54,0,0.13,6.2,0.71,9.22,2227,1839,1032,279,216,136,16,160,82.58,46.34,12.53,9.7,6.11,0.72,7.18,33,1469,575,466,339,79,0,10,39.14,31.72,23.08,5.38,0,0.68
"06037206050","14000US06037206050","Census Tract 2060.50","Census Tract 2060.50, Los Angeles County, California","ca","140","00","ACSSF","0004404",,,,,"06","037",,,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3167.697,0.634530353036385,2010,1247,112,11,185,0,411,44,62.04,5.57,0.55,9.2,0,20.45,2.19,718,522,472,50,127,0,39,14,0,16,72.7,65.74,6.96,17.69,0,5.43,1.95,0,2.23,716,689,444,50,127,14,39,15,96.23,62.01,6.98,17.74,1.96,5.45,2.09,31,789,267,415,77,30,0,0,33.84,52.6,9.76,3.8,0,0
"06037206200","14000US06037206200","Census Tract 2062","Census Tract 2062, Los Angeles County, California","ca","140","00","ACSSF","0004405",,,,,"06","037",,,,"206200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3971,17771.46,0.22344813952806,3971,742,791,3,1839,13,430,153,18.69,19.92,0.08,46.31,0.33,10.83,3.85,1497,795,762,33,274,0,0,281,15,132,53.11,50.9,2.2,18.3,0,0,18.77,1,8.82,1438,1237,637,33,207,242,15,103,86.02,44.3,2.29,14.39,16.83,1.04,7.16,30,2021,1029,702,282,0,0,8,50.92,34.74,13.95,0,0,0.4
"06037206300","14000US06037206300","Census Tract 2063","Census Tract 2063, Los Angeles County, California","ca","140","00","ACSSF","0004406",,,,,"06","037",,,,"206300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5702,23948.7,0.23809222282111,5702,1758,3022,141,111,29,447,194,30.83,53,2.47,1.95,0.51,7.84,3.4,971,145,141,4,486,0,29,208,0,103,14.93,14.52,0.41,50.05,0,2.99,21.42,0,10.61,596,596,122,0,288,157,29,0,100,20.47,0,48.32,26.34,4.87,0,39,2415,2058,251,91,0,0,15,85.22,10.39,3.77,0,0,0.62
"06037207101","14000US06037207101","Census Tract 2071.01","Census Tract 2071.01, Los Angeles County, California","ca","140","00","ACSSF","0004407",,,,,"06","037",,,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,35098.83,0.115901309195255,4068,870,442,0,2265,0,356,135,21.39,10.87,0,55.68,0,8.75,3.32,1887,1408,1321,87,147,6,41,103,88,94,74.62,70.01,4.61,7.79,0.32,2.17,5.46,4.66,4.98,1887,1808,1261,87,128,103,135,94,95.81,66.83,4.61,6.78,5.46,7.15,4.98,30,1720,385,808,463,52,0,12,22.38,46.98,26.92,3.02,0,0.7
"06037207102","14000US06037207102","Census Tract 2071.02","Census Tract 2071.02, Los Angeles County, California","ca","140","00","ACSSF","0004408",,,,,"06","037",,,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866,17884.58,0.160249777219045,2866,454,250,51,1810,0,228,73,15.84,8.72,1.78,63.15,0,7.96,2.55,1144,560,457,103,334,0,0,201,0,49,48.95,39.95,9,29.2,0,0,17.57,0,4.28,1142,1104,445,86,312,192,21,48,96.67,38.97,7.53,27.32,16.81,1.84,4.2,29,1185,424,477,259,7,18,0,35.78,40.25,21.86,0.59,1.52,0
"06037207103","14000US06037207103","Census Tract 2071.03","Census Tract 2071.03, Los Angeles County, California","ca","140","00","ACSSF","0004409",,,,,"06","037",,,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324,18570.17,0.125146911877584,2324,220,74,5,1906,0,86,33,9.47,3.18,0.22,82.01,0,3.7,1.42,943,535,449,86,89,0,0,259,0,60,56.73,47.61,9.12,9.44,0,0,27.47,0,6.36,943,923,441,86,65,253,18,60,97.88,46.77,9.12,6.89,26.83,1.91,6.36,26,884,316,343,180,45,0,0,35.75,38.8,20.36,5.09,0,0
"06037207301","14000US06037207301","Census Tract 2073.01","Census Tract 2073.01, Los Angeles County, California","ca","140","00","ACSSF","0004410",,,,,"06","037",,,,"207301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4806,28940.57,0.166064475974406,4806,2453,827,31,672,0,518,305,51.04,17.21,0.65,13.98,0,10.78,6.35,3235,1143,1105,38,765,0,11,595,90,631,35.33,34.16,1.17,23.65,0,0.34,18.39,2.78,19.51,3235,3098,1013,18,753,595,101,618,95.77,31.31,0.56,23.28,18.39,3.12,19.1,33,3380,1481,1599,269,31,0,0,43.82,47.31,7.96,0.92,0,0
"06037207302","14000US06037207302","Census Tract 2073.02","Census Tract 2073.02, Los Angeles County, California","ca","140","00","ACSSF","0004411",,,,,"06","037",,,,"207302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,46067.06,0.0988992999195363,4556,2121,823,60,767,0,346,439,46.55,18.06,1.32,16.83,0,7.59,9.64,2914,1621,1556,65,473,0,98,499,19,204,55.63,53.4,2.23,16.23,0,3.36,17.12,0.65,7,2913,2644,1414,49,396,441,153,191,90.77,48.54,1.68,13.59,15.14,5.25,6.56,30,2967,1287,1174,381,125,0,0,43.38,39.57,12.84,4.21,0,0
"06037207400","14000US06037207400","Census Tract 2074","Census Tract 2074, Los Angeles County, California","ca","140","00","ACSSF","0004412",,,,,"06","037",,,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,4153.792,0.333189574623512,1384,580,347,22,130,5,187,113,41.91,25.07,1.59,9.39,0.36,13.51,8.16,345,228,211,17,20,0,0,38,5,54,66.09,61.16,4.93,5.8,0,0,11.01,1.45,15.65,342,342,211,17,19,38,5,52,100,61.7,4.97,5.56,11.11,1.46,15.2,20,276,35,110,115,16,0,0,12.68,39.86,41.67,5.8,0,0
"06037207501","14000US06037207501","Census Tract 2075.01","Census Tract 2075.01, Los Angeles County, California","ca","140","00","ACSSF","0004413",,,,,"06","037",,,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,43421.3,0.0518639468599855,2252,813,291,0,636,0,205,307,36.1,12.92,0,28.24,0,9.1,13.63,1469,803,678,125,116,0,0,374,79,97,54.66,46.15,8.51,7.9,0,0,25.46,5.38,6.6,1469,1310,549,125,89,355,95,97,89.18,37.37,8.51,6.06,24.17,6.47,6.6,29,1132,156,680,227,57,0,12,13.78,60.07,20.05,5.04,0,1.06
"06037207502","14000US06037207502","Census Tract 2075.02","Census Tract 2075.02, Los Angeles County, California","ca","140","00","ACSSF","0004414",,,,,"06","037",,,,"207502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,17649.24,0.161536655768289,2851,692,298,0,1662,0,96,103,24.27,10.45,0,58.3,0,3.37,3.61,1187,532,476,56,63,8,0,340,17,227,44.82,40.1,4.72,5.31,0.67,0,28.64,1.43,19.12,1187,1187,476,56,63,340,25,227,100,40.1,4.72,5.31,28.64,2.11,19.12,19,2187,1164,858,148,0,8,9,53.22,39.23,6.77,0,0.37,0.41
"06037207710","14000US06037207710","Census Tract 2077.10","Census Tract 2077.10, Los Angeles County, California","ca","140","00","ACSSF","0004415",,,,,"06","037",,,,"207710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,10231.01,0.425178031712888,4350,1787,372,0,1759,0,330,102,41.08,8.55,0,40.44,0,7.59,2.34,2710,1301,1223,78,300,0,50,742,0,317,48.01,45.13,2.88,11.07,0,1.85,27.38,0,11.7,2698,2172,833,41,280,683,50,285,80.5,30.87,1.52,10.38,25.32,1.85,10.56,29,2528,805,1472,205,46,0,0,31.84,58.23,8.11,1.82,0,0
"06037207900","14000US06037207900","Census Tract 2079","Census Tract 2079, Los Angeles County, California","ca","140","00","ACSSF","0004416",,,,,"06","037",,,,"207900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133,17589.19,0.348679993884142,6133,2203,356,0,2327,0,795,452,35.92,5.8,0,37.94,0,12.96,7.37,3785,2384,2122,262,303,0,0,489,129,480,62.99,56.06,6.92,8.01,0,0,12.92,3.41,12.68,3759,2912,1606,212,194,421,108,371,77.47,42.72,5.64,5.16,11.2,2.87,9.87,29,2725,360,1567,701,97,0,0,13.21,57.5,25.72,3.56,0,0
"06037208000","14000US06037208000","Census Tract 2080","Census Tract 2080, Los Angeles County, California","ca","140","00","ACSSF","0004417",,,,,"06","037",,,,"208000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7646,20390.92,0.374970849285788,7646,1983,689,133,1272,0,3471,98,25.94,9.01,1.74,16.64,0,45.4,1.28,3212,2583,2170,413,167,12,9,257,61,123,80.42,67.56,12.86,5.2,0.37,0.28,8,1.9,3.83,3212,3141,2111,413,167,257,70,123,97.79,65.72,12.86,5.2,8,2.18,3.83,28,2486,271,1338,648,205,0,24,10.9,53.82,26.07,8.25,0,0.97
"06037208301","14000US06037208301","Census Tract 2083.01","Census Tract 2083.01, Los Angeles County, California","ca","140","00","ACSSF","0004418",,,,,"06","037",,,,"208301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,61771.86,0.0358901276762672,2217,863,29,69,80,6,1167,3,38.93,1.31,3.11,3.61,0.27,52.64,0.14,1110,545,437,108,519,0,0,40,0,6,49.1,39.37,9.73,46.76,0,0,3.6,0,0.54,1110,1037,398,108,485,40,0,6,93.42,35.86,9.73,43.69,3.6,0,0.54,35,523,159,220,124,20,0,0,30.4,42.07,23.71,3.82,0,0
"06037208302","14000US06037208302","Census Tract 2083.02","Census Tract 2083.02, Los Angeles County, California","ca","140","00","ACSSF","0004419",,,,,"06","037",,,,"208302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741,27909.15,0.16987260172634,4741,2241,258,286,607,0,1269,80,47.27,5.44,6.03,12.8,0,26.77,1.69,2111,1287,1108,179,650,0,57,34,0,83,60.97,52.49,8.48,30.79,0,2.7,1.61,0,3.93,2087,1885,976,123,612,34,57,83,90.32,46.77,5.89,29.32,1.63,2.73,3.98,34,1428,447,547,326,72,28,8,31.3,38.31,22.83,5.04,1.96,0.56
"06037208401","14000US06037208401","Census Tract 2084.01","Census Tract 2084.01, Los Angeles County, California","ca","140","00","ACSSF","0004420",,,,,"06","037",,,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4479,50507.91,0.0886791753475306,4479,1160,64,169,972,7,2056,51,25.9,1.43,3.77,21.7,0.16,45.9,1.14,2241,1137,966,171,895,0,0,103,8,98,50.74,43.11,7.63,39.94,0,0,4.6,0.36,4.37,2241,2173,921,171,895,103,8,75,96.97,41.1,7.63,39.94,4.6,0.36,3.35,37,1422,455,675,245,47,0,0,32,47.47,17.23,3.31,0,0
"06037208402","14000US06037208402","Census Tract 2084.02","Census Tract 2084.02, Los Angeles County, California","ca","140","00","ACSSF","0004421",,,,,"06","037",,,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,21479.99,0.131564316128106,2826,855,42,142,534,0,1180,73,30.25,1.49,5.02,18.9,0,41.76,2.58,1361,935,806,129,302,27,8,45,12,32,68.7,59.22,9.48,22.19,1.98,0.59,3.31,0.88,2.35,1361,1048,590,92,266,37,35,28,77,43.35,6.76,19.54,2.72,2.57,2.06,32,706,210,289,149,51,0,7,29.75,40.93,21.1,7.22,0,0.99
"06037208501","14000US06037208501","Census Tract 2085.01","Census Tract 2085.01, Los Angeles County, California","ca","140","00","ACSSF","0004422",,,,,"06","037",,,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388,25429.31,0.0939073848990806,2388,568,25,10,1142,16,566,61,23.79,1.05,0.42,47.82,0.67,23.7,2.55,1279,902,774,128,242,0,0,55,17,63,70.52,60.52,10.01,18.92,0,0,4.3,1.33,4.93,1277,1128,668,85,240,55,17,63,88.33,52.31,6.66,18.79,4.31,1.33,4.93,35,720,82,319,283,36,0,0,11.39,44.31,39.31,5,0,0
"06037208502","14000US06037208502","Census Tract 2085.02","Census Tract 2085.02, Los Angeles County, California","ca","140","00","ACSSF","0004423",,,,,"06","037",,,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933,39022.01,0.100789270066116,3933,1130,105,89,572,0,1925,112,28.73,2.67,2.26,14.54,0,48.94,2.85,1944,1200,982,218,473,12,28,121,26,84,61.73,50.51,11.21,24.33,0.62,1.44,6.22,1.34,4.32,1926,1909,957,218,471,115,66,82,99.12,49.69,11.32,24.45,5.97,3.43,4.26,37,1255,404,513,246,92,0,0,32.19,40.88,19.6,7.33,0,0
"06037208610","14000US06037208610","Census Tract 2086.10","Census Tract 2086.10, Los Angeles County, California","ca","140","00","ACSSF","0004424",,,,,"06","037",,,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441,32850.39,0.135188657244744,4441,891,225,0,1845,32,1331,117,20.06,5.07,0,41.54,0.72,29.97,2.63,2445,1747,1390,357,565,0,0,49,10,74,71.45,56.85,14.6,23.11,0,0,2,0.41,3.03,2425,2142,1198,325,488,49,8,74,88.33,49.4,13.4,20.12,2.02,0.33,3.05,36,1351,293,658,286,43,49,22,21.69,48.7,21.17,3.18,3.63,1.63
"06037208620","14000US06037208620","Census Tract 2086.20","Census Tract 2086.20, Los Angeles County, California","ca","140","00","ACSSF","0004425",,,,,"06","037",,,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319,34489.95,0.125224904516932,4319,733,265,93,1408,74,1594,152,16.97,6.14,2.15,32.6,1.71,36.91,3.52,2359,1641,1517,124,439,30,21,122,0,106,69.56,64.31,5.26,18.61,1.27,0.89,5.17,0,4.49,2343,2164,1388,118,415,86,51,106,92.36,59.24,5.04,17.71,3.67,2.18,4.52,32,1528,274,970,215,51,9,9,17.93,63.48,14.07,3.34,0.59,0.59
"06037208710","14000US06037208710","Census Tract 2087.10","Census Tract 2087.10, Los Angeles County, California","ca","140","00","ACSSF","0004426",,,,,"06","037",,,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4622,70260.15,0.0657840885749278,4622,568,167,1,2789,0,1000,97,12.29,3.61,0.02,60.34,0,21.64,2.1,2716,2016,1790,226,383,0,8,64,9,236,74.23,65.91,8.32,14.1,0,0.29,2.36,0.33,8.69,2715,2241,1458,208,314,57,17,187,82.54,53.7,7.66,11.57,2.1,0.63,6.89,30,1698,178,858,634,28,0,0,10.48,50.53,37.34,1.65,0,0
"06037208720","14000US06037208720","Census Tract 2087.20","Census Tract 2087.20, Los Angeles County, California","ca","140","00","ACSSF","0004427",,,,,"06","037",,,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4338,68202.27,0.0636049278992798,4338,2008,134,0,224,0,1972,0,46.29,3.09,0,5.16,0,45.46,0,2190,980,690,290,1024,0,21,101,20,44,44.75,31.51,13.24,46.76,0,0.96,4.61,0.91,2.01,2190,2156,656,290,1024,101,41,44,98.45,29.95,13.24,46.76,4.61,1.87,2.01,45,1544,658,653,187,46,0,0,42.62,42.29,12.11,2.98,0,0
"06037208801","14000US06037208801","Census Tract 2088.01","Census Tract 2088.01, Los Angeles County, California","ca","140","00","ACSSF","0004428",,,,,"06","037",,,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942,32528.95,0.0904425039807134,2942,930,183,0,675,0,1060,94,31.61,6.22,0,22.94,0,36.03,3.2,1545,552,484,68,643,0,25,198,27,100,35.73,31.33,4.4,41.62,0,1.62,12.82,1.75,6.47,1545,1545,484,68,643,198,52,100,100,31.33,4.4,41.62,12.82,3.37,6.47,36,1241,588,499,132,22,0,0,47.38,40.21,10.64,1.77,0,0
"06037208802","14000US06037208802","Census Tract 2088.02","Census Tract 2088.02, Los Angeles County, California","ca","140","00","ACSSF","0004429",,,,,"06","037",,,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533,43265.46,0.0816586794996734,3533,896,208,0,807,0,1453,169,25.36,5.89,0,22.84,0,41.13,4.78,1729,991,779,212,593,0,0,60,0,85,57.32,45.05,12.26,34.3,0,0,3.47,0,4.92,1729,1672,743,212,584,48,9,76,96.7,42.97,12.26,33.78,2.78,0.52,4.4,39,1437,553,593,236,46,0,9,38.48,41.27,16.42,3.2,0,0.63
"06037208902","14000US06037208902","Census Tract 2089.02","Census Tract 2089.02, Los Angeles County, California","ca","140","00","ACSSF","0004430",,,,,"06","037",,,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823,39726.03,0.0710617192048766,2823,1013,48,75,158,0,1491,38,35.88,1.7,2.66,5.6,0,52.82,1.35,1613,386,252,134,981,0,52,168,4,22,23.93,15.62,8.31,60.82,0,3.22,10.42,0.25,1.36,1613,1613,252,134,981,168,56,22,100,15.62,8.31,60.82,10.42,3.47,1.36,37,704,367,257,74,6,0,0,52.13,36.51,10.51,0.85,0,0
