Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09004B_008,SE_A09004B_001,SE_A09004B_002,SE_A09004B_003,SE_A09004B_004,SE_A09004B_005,SE_A09004B_006,SE_A09004B_007,PCT_SE_A09004B_001,PCT_SE_A09004B_002,PCT_SE_A09004B_003,PCT_SE_A09004B_004,PCT_SE_A09004B_005,PCT_SE_A09004B_006,PCT_SE_A09004B_007,SE_A09003_001,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007
"06037101110","14000US06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","ca","140","00","ACSSF","0003870",,,,,"06","037",,,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4314,9780.452,0.441083896913808,4314,3314,47,4,329,4,499,117,76.82,1.09,0.09,7.63,0.09,11.57,2.71,1927,1763,1588,175,46,0,0,0,20,98,91.49,82.41,9.08,2.39,0,0,0,1.04,5.09,1927,904,739,86,31,0,20,28,46.91,38.35,4.46,1.61,0,1.04,1.45,34,829,114,362,272,52,20,9,13.75,43.67,32.81,6.27,2.41,1.09
"06037101122","14000US06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","ca","140","00","ACSSF","0003871",,,,,"06","037",,,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,3172.779,1.02087152527348,3239,2837,61,13,206,0,61,61,87.59,1.88,0.4,6.36,0,1.88,1.88,1907,1776,1645,131,7,0,0,11,40,73,93.13,86.26,6.87,0.37,0,0,0.58,2.1,3.83,1907,367,307,60,0,0,0,0,19.24,16.1,3.15,0,0,0,0,41,230,0,118,70,10,32,0,0,51.3,30.43,4.35,13.91,0
"06037101210","14000US06037101210","Census Tract 1012.10","Census Tract 1012.10, Los Angeles County, California","ca","140","00","ACSSF","0003872",,,,,"06","037",,,,"101210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052,24089.21,0.251232824244746,6052,4771,172,0,260,0,736,113,78.83,2.84,0,4.3,0,12.16,1.87,2770,2445,2235,210,95,0,0,91,33,106,88.27,80.69,7.58,3.43,0,0,3.29,1.19,3.83,2770,2358,1902,154,73,91,47,91,85.13,68.66,5.56,2.64,3.29,1.7,3.29,28,1984,254,989,608,133,0,0,12.8,49.85,30.65,6.7,0,0
"06037101220","14000US06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","ca","140","00","ACSSF","0003873",,,,,"06","037",,,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497,12959.46,0.269841404670601,3497,2494,71,0,302,0,487,143,71.32,2.03,0,8.64,0,13.93,4.09,1513,1360,1235,125,55,0,0,0,23,75,89.89,81.63,8.26,3.64,0,0,0,1.52,4.96,1513,814,644,80,37,0,23,30,53.8,42.56,5.29,2.45,0,1.52,1.98,30,823,103,427,263,11,19,0,12.52,51.88,31.96,1.34,2.31,0
"06037101300","14000US06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","ca","140","00","ACSSF","0003874",,,,,"06","037",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,4311.606,0.996612339516631,4297,3705,161,0,289,0,48,94,86.22,3.75,0,6.73,0,1.12,2.19,2041,1765,1631,134,86,0,0,0,0,190,86.48,79.91,6.57,4.21,0,0,0,0,9.31,2041,182,153,9,0,0,0,20,8.92,7.5,0.44,0,0,0,0.98,36,167,8,31,122,0,6,0,4.79,18.56,73.05,0,3.59,0
"06037101400","14000US06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","ca","140","00","ACSSF","0003875",,,,,"06","037",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851,1580.659,2.43632634591357,3851,3022,18,43,348,0,224,196,78.47,0.47,1.12,9.04,0,5.82,5.09,1791,1596,1358,238,58,7,0,31,8,91,89.11,75.82,13.29,3.24,0.39,0,1.73,0.45,5.08,1777,386,300,27,28,31,0,0,21.72,16.88,1.52,1.58,1.74,0,0,35,424,77,123,177,47,0,0,18.16,29.01,41.75,11.08,0,0
"06037102103","14000US06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","ca","140","00","ACSSF","0003876",,,,,"06","037",,,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,3865.934,0.458104052991751,1771,1523,0,0,113,0,50,85,86,0,0,6.38,0,2.82,4.8,801,710,639,71,0,0,0,0,18,73,88.64,79.78,8.86,0,0,0,0,2.25,9.11,801,258,196,0,0,0,13,49,32.21,24.47,0,0,0,1.62,6.12,27,239,0,104,108,27,0,0,0,43.51,45.19,11.3,0,0
"06037102104","14000US06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","ca","140","00","ACSSF","0003877",,,,,"06","037",,,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554,5549.938,0.640367445717895,3554,2720,117,3,443,8,206,57,76.53,3.29,0.08,12.46,0.23,5.8,1.6,1599,1273,1128,145,58,7,9,78,0,174,79.61,70.54,9.07,3.63,0.44,0.56,4.88,0,10.88,1497,399,382,13,0,0,0,4,26.65,25.52,0.87,0,0,0,0.27,30,375,57,171,96,51,0,0,15.2,45.6,25.6,13.6,0,0
"06037102105","14000US06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","ca","140","00","ACSSF","0003878",,,,,"06","037",,,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857,9760.528,0.190256093850628,1857,1179,41,13,117,12,415,80,63.49,2.21,0.7,6.3,0.65,22.35,4.31,1032,894,845,49,36,0,0,65,37,0,86.63,81.88,4.75,3.49,0,0,6.3,3.59,0,1032,434,346,17,0,14,57,0,42.05,33.53,1.65,0,1.36,5.52,0,25,293,0,148,102,29,12,2,0,50.51,34.81,9.9,4.1,0.68
"06037102107","14000US06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","ca","140","00","ACSSF","0003879",,,,,"06","037",,,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333,869.3781,4.98402231979453,4333,3402,111,6,395,0,319,100,78.51,2.56,0.14,9.12,0,7.36,2.31,2044,1963,1713,250,0,0,0,0,14,67,96.04,83.81,12.23,0,0,0,0,0.68,3.28,2044,579,492,87,0,0,0,0,28.33,24.07,4.26,0,0,0,0,31,335,27,167,63,28,50,0,8.06,49.85,18.81,8.36,14.93,0
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597,3313.715,0.783712511409319,2597,2201,13,12,171,0,85,115,84.75,0.5,0.46,6.58,0,3.27,4.43,1201,1142,989,153,0,0,0,0,21,38,95.09,82.35,12.74,0,0,0,0,1.75,3.16,1199,88,79,5,0,0,0,4,7.34,6.59,0.42,0,0,0,0.33,36,135,0,66,58,0,11,0,0,48.89,42.96,0,8.15,0
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,9299.53,0.479163996126623,4456,3240,0,7,753,0,345,111,72.71,0,0.16,16.9,0,7.74,2.49,2335,2214,1839,375,68,10,0,16,0,27,94.82,78.76,16.06,2.91,0.43,0,0.69,0,1.16,2335,437,266,89,53,8,0,21,18.72,11.39,3.81,2.27,0.34,0,0.9,36,335,49,123,93,49,0,21,14.63,36.72,27.76,14.63,0,6.27
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726,2349.455,2.86279202838005,6726,5902,87,0,425,0,140,172,87.75,1.29,0,6.32,0,2.08,2.56,2876,2634,2267,367,0,0,0,96,0,146,91.59,78.82,12.76,0,0,0,3.34,0,5.08,2876,984,788,0,0,82,0,114,34.21,27.4,0,0,2.85,0,3.96,34,832,97,443,133,144,15,0,11.66,53.25,15.99,17.31,1.8,0
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549,1496.57,2.37142218419545,3549,3018,42,9,309,0,52,119,85.04,1.18,0.25,8.71,0,1.47,3.35,1720,1510,1256,254,37,0,0,0,0,173,87.79,73.02,14.77,2.15,0,0,0,0,10.06,1719,219,183,36,0,0,0,0,12.74,10.65,2.09,0,0,0,0,35,188,0,68,40,70,10,0,0,36.17,21.28,37.23,5.32,0
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,6899.722,0.965546172414698,6662,5017,150,104,864,168,202,157,75.31,2.25,1.56,12.97,2.52,3.03,2.36,2946,2710,2447,263,54,0,0,0,0,182,91.99,83.06,8.93,1.83,0,0,0,0,6.18,2926,1124,850,153,43,0,0,78,38.41,29.05,5.23,1.47,0,0,2.67,29,917,71,319,374,86,20,47,7.74,34.79,40.79,9.38,2.18,5.13
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,9952.162,0.366453049203317,3647,2325,502,20,265,8,476,51,63.75,13.76,0.55,7.27,0.22,13.05,1.4,1731,1576,1298,278,37,0,0,8,11,99,91.05,74.99,16.06,2.14,0,0,0.46,0.64,5.72,1711,188,134,39,0,0,0,15,10.99,7.83,2.28,0,0,0,0.88,28,140,9,29,30,59,0,13,6.43,20.71,21.43,42.14,0,9.29
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190,27419.33,0.225753169512755,6190,3300,307,32,608,0,1694,249,53.31,4.96,0.52,9.82,0,27.37,4.02,2300,1810,1525,285,268,0,9,34,82,97,78.7,66.3,12.39,11.65,0,0.39,1.48,3.57,4.22,2300,855,393,126,173,21,70,72,37.17,17.09,5.48,7.52,0.91,3.04,3.13,32,733,120,299,213,76,25,0,16.37,40.79,29.06,10.37,3.41,0
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,12800.81,0.423410842057955,5420,3159,516,0,172,13,1502,58,58.28,9.52,0,3.17,0.24,27.71,1.07,2421,2170,1768,402,161,0,0,39,51,0,89.63,73.03,16.6,6.65,0,0,1.61,2.11,0,2421,1148,789,223,97,19,20,0,47.42,32.59,9.21,4.01,0.78,0.83,0,33,808,171,300,245,85,0,7,21.16,37.13,30.32,10.52,0,0.87
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4189,2422.087,1.72949990501886,4189,2582,386,21,353,0,724,123,61.64,9.21,0.5,8.43,0,17.28,2.94,1766,1481,1248,233,168,11,27,51,0,28,83.86,70.67,13.19,9.51,0.62,1.53,2.89,0,1.59,1731,236,119,117,0,0,0,0,13.63,6.87,6.76,0,0,0,0,37,215,13,145,30,0,27,0,6.05,67.44,13.95,0,12.56,0
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,10511.03,0.420891139263966,4424,2564,423,35,0,0,1393,9,57.96,9.56,0.79,0,0,31.49,0.2,1817,1573,1376,197,122,0,0,77,18,27,86.57,75.73,10.84,6.71,0,0,4.24,0.99,1.49,1817,467,376,43,30,0,18,0,25.7,20.69,2.37,1.65,0,0.99,0,33,311,18,99,43,122,11,18,5.79,31.83,13.83,39.23,3.54,5.79
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,20270.72,0.273349915134742,5541,3068,451,38,52,0,1877,55,55.37,8.14,0.69,0.94,0,33.87,0.99,2352,1999,1523,476,129,0,21,92,90,21,84.99,64.75,20.24,5.48,0,0.89,3.91,3.83,0.89,2352,890,552,104,59,65,89,21,37.84,23.47,4.42,2.51,2.76,3.78,0.89,33,619,133,122,171,83,67,43,21.49,19.71,27.63,13.41,10.82,6.95
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3562,3462.374,1.02877387848901,3562,2230,165,12,207,0,799,149,62.61,4.63,0.34,5.81,0,22.43,4.18,1406,1226,1001,225,37,17,15,53,30,28,87.2,71.19,16,2.63,1.21,1.07,3.77,2.13,1.99,1406,507,313,104,6,45,29,10,36.06,22.26,7.4,0.43,3.2,2.06,0.71,33,259,21,60,102,48,15,13,8.11,23.17,39.38,18.53,5.79,5.02
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5313,9121.302,0.582482621541104,5313,2825,114,19,15,0,2213,127,53.17,2.15,0.36,0.28,0,41.65,2.39,2442,2170,1674,496,60,0,14,114,66,18,88.86,68.55,20.31,2.46,0,0.57,4.67,2.7,0.74,2442,994,687,193,16,86,0,12,40.7,28.13,7.9,0.66,3.52,0,0.49,29,247,5,43,53,85,39,22,2.02,17.41,21.46,34.41,15.79,8.91
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,11963.14,0.468021087356389,5599,3478,207,0,63,0,1595,256,62.12,3.7,0,1.13,0,28.49,4.57,2360,2065,1876,189,108,0,22,48,81,36,87.5,79.49,8.01,4.58,0,0.93,2.03,3.43,1.53,2360,1050,690,134,61,48,81,36,44.49,29.24,5.68,2.58,2.03,3.43,1.53,28,763,128,292,256,49,27,11,16.78,38.27,33.55,6.42,3.54,1.44
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,13126.44,0.26298075512319,3452,1975,0,0,28,62,1365,22,57.21,0,0,0.81,1.8,39.54,0.64,1517,1266,1151,115,101,0,17,5,111,17,83.45,75.87,7.58,6.66,0,1.12,0.33,7.32,1.12,1517,547,346,38,71,0,86,6,36.06,22.81,2.5,4.68,0,5.67,0.4,28,259,42,52,95,40,14,16,16.22,20.08,36.68,15.44,5.41,6.18
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279,12253.32,0.267600853749129,3279,1812,0,24,95,0,1320,28,55.26,0,0.73,2.9,0,40.26,0.85,1433,1187,1008,179,63,0,0,0,121,62,82.83,70.34,12.49,4.4,0,0,0,8.44,4.33,1433,300,165,42,47,0,9,37,20.94,11.51,2.93,3.28,0,0.63,2.58,27,211,24,57,81,19,20,10,11.37,27.01,38.39,9,9.48,4.74
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,15013.31,0.20834845566852,3128,1701,132,11,61,0,1206,17,54.38,4.22,0.35,1.95,0,38.55,0.54,1253,1102,948,154,60,0,0,27,34,30,87.95,75.66,12.29,4.79,0,0,2.15,2.71,2.39,1253,652,466,75,43,17,34,17,52.04,37.19,5.99,3.43,1.36,2.71,1.36,27,352,21,92,134,88,17,0,5.97,26.14,38.07,25,4.83,0
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,14388.77,0.20502102712445,2950,1367,0,10,5,0,1499,69,46.34,0,0.34,0.17,0,50.81,2.34,1460,1323,1182,141,53,0,0,20,33,31,90.62,80.96,9.66,3.63,0,0,1.37,2.26,2.12,1460,313,284,18,11,0,0,0,21.44,19.45,1.23,0.75,0,0,0,24,153,14,43,43,33,20,0,9.15,28.1,28.1,21.57,13.07,0
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504,15326.36,0.228625769694686,3504,1760,0,12,0,0,1692,40,50.23,0,0.34,0,0,48.29,1.14,1558,1293,1018,275,137,0,0,54,53,21,82.99,65.34,17.65,8.79,0,0,3.47,3.4,1.35,1558,437,262,47,69,22,22,15,28.05,16.82,3.02,4.43,1.41,1.41,0.96,29,280,14,122,81,63,0,0,5,43.57,28.93,22.5,0,0
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,17963.17,0.205086278392023,3684,1994,26,15,16,0,1506,127,54.13,0.71,0.41,0.43,0,40.88,3.45,1673,1414,1180,234,98,0,14,40,100,7,84.52,70.53,13.99,5.86,0,0.84,2.39,5.98,0.42,1673,643,382,139,46,21,55,0,38.43,22.83,8.31,2.75,1.26,3.29,0,25,297,8,89,105,59,16,20,2.69,29.97,35.35,19.87,5.39,6.73
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,20348.08,0.21255079174112,4325,2662,168,0,0,0,1471,24,61.55,3.88,0,0,0,34.01,0.55,1528,1191,927,264,126,0,0,55,117,39,77.95,60.67,17.28,8.25,0,0,3.6,7.66,2.55,1525,1072,572,193,122,55,105,25,70.3,37.51,12.66,8,3.61,6.89,1.64,30,729,105,327,231,51,15,0,14.4,44.86,31.69,7,2.06,0
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2311,5121.882,0.451201318307266,2311,1499,137,63,0,0,601,11,64.86,5.93,2.73,0,0,26.01,0.48,937,794,602,192,6,0,18,10,101,8,84.74,64.25,20.49,0.64,0,1.92,1.07,10.78,0.85,937,614,364,137,0,10,95,8,65.53,38.85,14.62,0,1.07,10.14,0.85,24,385,14,162,139,70,0,0,3.64,42.08,36.1,18.18,0,0
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331,6746.562,0.641956642270157,4331,2151,598,0,336,0,1207,39,49.67,13.81,0,7.76,0,27.87,0.9,1709,1533,1435,98,16,29,15,45,56,15,89.7,83.97,5.73,0.94,1.7,0.88,2.63,3.28,0.88,1709,674,562,16,16,0,71,9,39.44,32.88,0.94,0.94,0,4.15,0.53,33,444,6,72,199,67,100,0,1.35,16.22,44.82,15.09,22.52,0
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789,13346.95,0.433732125399809,5789,3815,9,31,62,0,1826,46,65.9,0.16,0.54,1.07,0,31.54,0.79,2797,2489,2169,320,156,0,0,49,0,103,88.99,77.55,11.44,5.58,0,0,1.75,0,3.68,2797,508,358,91,25,25,0,9,18.16,12.8,3.25,0.89,0.89,0,0.32,27,297,15,68,87,79,42,6,5.05,22.9,29.29,26.6,14.14,2.02
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,16368.78,0.205329908864443,3361,1903,63,27,151,0,1212,5,56.62,1.87,0.8,4.49,0,36.06,0.15,1617,1406,1189,217,133,10,0,15,23,30,86.95,73.53,13.42,8.23,0.62,0,0.93,1.42,1.86,1617,538,410,40,61,0,27,0,33.27,25.36,2.47,3.77,0,1.67,0,27,319,12,133,142,22,10,0,3.76,41.69,44.51,6.9,3.13,0
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2748,11776.72,0.233341621660023,2748,1739,34,49,124,0,779,23,63.28,1.24,1.78,4.51,0,28.35,0.84,1239,1045,877,168,70,0,0,68,45,11,84.34,70.78,13.56,5.65,0,0,5.49,3.63,0.89,1239,545,355,79,36,19,45,11,43.99,28.65,6.38,2.91,1.53,3.63,0.89,27,388,61,180,107,40,0,0,15.72,46.39,27.58,10.31,0,0
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108,3197.101,0.972130758906991,3108,2369,83,20,118,0,427,91,76.22,2.67,0.64,3.8,0,13.74,2.93,1443,1283,1008,275,16,17,0,7,12,108,88.91,69.85,19.06,1.11,1.18,0,0.49,0.83,7.48,1443,298,132,126,0,4,0,36,20.65,9.15,8.73,0,0.28,0,2.49,29,255,5,112,101,37,0,0,1.96,43.92,39.61,14.51,0,0
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807,7479.774,0.776360353793145,5807,4809,66,9,44,0,675,204,82.81,1.14,0.15,0.76,0,11.62,3.51,2815,2587,2289,298,145,0,0,21,0,62,91.9,81.31,10.59,5.15,0,0,0.75,0,2.2,2815,529,397,132,0,0,0,0,18.79,14.1,4.69,0,0,0,0,34,260,0,26,84,98,24,28,0,10,32.31,37.69,9.23,10.77
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482,3043.956,1.47242612707086,4482,2758,229,113,404,0,823,155,61.54,5.11,2.52,9.01,0,18.36,3.46,2341,2166,1928,238,58,0,0,0,0,117,92.52,82.36,10.17,2.48,0,0,0,0,5,2339,286,278,0,8,0,0,0,12.23,11.89,0,0.34,0,0,0,35,158,0,8,118,23,9,0,0,5.06,74.68,14.56,5.7,0
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5885,4729.523,1.24431155665586,5885,4157,91,266,437,16,665,253,70.64,1.55,4.52,7.43,0.27,11.3,4.3,2735,2573,2285,288,81,0,0,0,18,63,94.08,83.55,10.53,2.96,0,0,0,0.66,2.3,2733,300,287,9,0,0,0,4,10.98,10.5,0.33,0,0,0,0.15,33,203,8,5,105,63,22,0,3.94,2.46,51.72,31.03,10.84,0
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3962,7108.968,0.557324203818705,3962,2872,193,0,362,0,525,10,72.49,4.87,0,9.14,0,13.25,0.25,1763,1567,1358,209,35,0,0,31,51,79,88.88,77.03,11.85,1.99,0,0,1.76,2.89,4.48,1763,404,255,54,11,0,51,33,22.92,14.46,3.06,0.62,0,2.89,1.87,33,180,4,37,121,18,0,0,2.22,20.56,67.22,10,0,0
