DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
160107671,02/16/2016,02/16/2016,1020,01,Central,0146,997,TRAFFIC COLLISION,3101 3401 3701 3008 3034 3025 3603,49,M,B,101,STREET,4TH,LOS ANGELES,"(34.0473, -118.2462)"
160119914,07/28/2016,07/27/2016,1710,01,Central,0185,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3026,57,M,H,101,STREET,PICO                         BL,SANTEE                       ST,"(34.0352, -118.2583)"
160107198,02/09/2016,02/09/2016,1105,01,Central,0153,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,60,M,W,101,STREET,BROADWAY,6TH                          ST,"(34.0467, -118.252)"
160116990,06/14/2016,06/14/2016,1805,01,Central,0176,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3025,48,M,B,101,STREET,MAPLE                        AV,9TH                          ST,"(34.0395, -118.2527)"
160210309,05/06/2016,05/05/2016,1850,02,Rampart,0217,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3026,30,F,W,101,STREET,PARK,SUNSET,"(34.0779, -118.2617)"
160124399,09/29/2016,09/29/2016,1040,01,Central,0176,997,TRAFFIC COLLISION,3101 3401 3701 3016 3025 3603,52,M,H,101,STREET,MAPLE                        AV,9TH                          ST,"(34.0395, -118.2527)"
160125462,10/17/2016,10/17/2016,1635,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,47,M,B,101,STREET,15TH                         ST,LOS ANGELES,"(34.0337, -118.261)"
160206407,02/16/2016,02/15/2016,1630,02,Rampart,0236,997,TRAFFIC COLLISION,3101 3401 3701 3009 3026 3603,,X,X,101,STREET,ALVARADO,3RD                          ST,"(34.063, -118.2727)"
160206943,02/27/2016,02/26/2016,1920,02,Rampart,0291,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,26,M,H,101,STREET,HOOVER                       ST,VENICE                       BL,"(34.0438, -118.2841)"
160121741,08/22/2016,08/22/2016,0830,01,Central,0132,997,TRAFFIC COLLISION,3101 3401 3701 3008 3026 3029 3603 1501,45,M,W,101,STREET,1ST,HILL,"(34.0544, -118.2466)"
160222553,12/29/2016,12/28/2016,1740,02,Rampart,0204,997,TRAFFIC COLLISION,3101 3401 3701 3008 3026 3603 0605,,X,X,101,STREET,HOOVER,PLATA,"(34.0794, -118.2844)"
160215727,08/18/2016,08/17/2016,1725,02,Rampart,0218,997,TRAFFIC COLLISION,3008 3101 3401 3701 4002 3603 3025,,X,X,101,STREET,SUNSET                       BL,ECHO PARK,"(34.0768, -118.2573)"
160211276,05/25/2016,05/25/2016,1300,02,Rampart,0292,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,,M,H,101,STREET,WASHINGTON                   BL,BURLINGTON                   AV,"(34.0398, -118.2838)"
160213647,07/09/2016,07/09/2016,1840,02,Rampart,0205,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3036 3025,30,M,H,101,STREET,SUNSET                       BL,OCCIDENTAL                   BL,"(34.0825, -118.2727)"
160213005,06/27/2016,06/27/2016,1400,02,Rampart,0218,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3025,44,M,H,101,STREET,SUNSET                       BL,LEMOYNE                      ST,"(34.078, -118.2602)"
160211285,05/25/2016,05/25/2016,1520,02,Rampart,0295,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3029 3603,46,M,H,101,STREET,PICO,CONSTANCE,"(34.0451, -118.2779)"
160322637,10/05/2016,10/05/2016,0810,03,Southwest,0319,997,TRAFFIC COLLISION,3016 3025 3029 3101 4003 3603,,M,O,101,STREET,23RD                         ST,BONSALLO                     AV,"(34.0328, -118.2785)"
160325052,11/10/2016,11/10/2016,1100,03,Southwest,0328,997,TRAFFIC COLLISION,3016 3025 3029 3101 4003 3603,29,M,B,101,STREET,FIGUEROA                     ST,JEFFERSON                    BL,"(34.0219, -118.28)"
161113498,07/17/2016,07/15/2016,1901,11,Northeast,1132,997,TRAFFIC COLLISION,3101 3401 3701 3008 3024 3603,51,M,W,101,STREET,4100    LOS FELIZ                    BL,,"(34.1131, -118.2809)"
161110580,05/18/2016,05/18/2016,1345,11,Northeast,1132,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3026,,M,B,101,STREET,SUNSET,OCCIDENTAL,"(34.1141, -118.2755)"
161119763,11/26/2016,11/26/2016,1120,11,Northeast,1184,997,TRAFFIC COLLISION,3101 3401 3701 3016 3025 3603,42,M,H,101,STREET,ECHO PARK                    AV,MONTANA,"(34.0778, -118.2567)"
161115724,09/02/2016,09/02/2016,1116,11,Northeast,1184,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3008 3603 3025,,M,H,101,STREET,SUNSET                       BL,LAVETA                       ST,"(34.0761, -118.2559)"
161206453,02/05/2016,02/05/2016,0740,12,77th Street,1204,997,TRAFFIC COLLISION,4025 3036 3004 3028 3603 3101,34,F,H,101,STREET,RAYMOND,46TH                         ST,"(34.0017, -118.298)"
161229116,12/06/2016,12/02/2016,1455,12,77th Street,1265,997,TRAFFIC COLLISION,3004 3025 3101 4012 3603,26,F,B,101,STREET,MANCHESTER                   AV,HALLDALE                     AV,"(33.96, -118.3025)"
161311836,05/13/2016,05/13/2016,1150,13,Newton,1303,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3025,35,F,W,101,STREET,900    WALL                         ST,,"(34.0387, -118.2519)"
161307484,03/03/2016,03/03/2016,1115,13,Newton,1361,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3029 3025,29,M,H,101,STREET,S  BROADWAY                     ST,52ND                         ST,"(33.9958, -118.2783)"
161312564,05/25/2016,05/25/2016,1035,13,Newton,1313,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,,M,H,101,STREET,SAN PEDRO,21ST,"(34.0258, -118.2586)"
161307582,03/05/2016,03/05/2016,0835,13,Newton,1325,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,,M,H,101,STREET,ADAMS                        BL,NAOMI                        AV,"(34.0177, -118.2525)"
161316662,07/31/2016,07/31/2016,0840,13,Newton,1323,997,TRAFFIC COLLISION,3101 3401 3701 3008 3603 3026,32,M,H,101,STREET,GRIFFITH                     AV,24TH                         ST,"(34.0224, -118.2564)"
161319101,09/10/2016,09/10/2016,1530,13,Newton,1346,997,TRAFFIC COLLISION,3101 3401 3701 3016 3026 3603,47,M,H,101,STREET,1300 E  VERNON                       AV,,"(34.006, -118.2513)"
161321756,10/26/2016,10/24/2016,1745,13,Newton,1365,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3008 3026 3603 0101,,M,H,101,STREET,HOOPER                       AV,52ND                         ST,"(33.996, -118.2521)"
170105599,01/28/2017,01/28/2017,1350,01,Central,0166,997,TRAFFIC COLLISION,3101 3401 3701 3026 3603 3008,52,M,H,101,STREET,7TH,SAN JULIAN,"(34.0412, -118.2474)"
170106117,02/03/2017,02/03/2017,1630,01,Central,0176,997,TRAFFIC COLLISION,3101 3401 3701 3026 3603 3008,25,M,W,101,STREET,LOS ANGELES                  ST,8TH                          ST,"(34.0419, -118.2523)"
170212767,06/24/2017,06/24/2017,1200,02,Rampart,0218,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3603 3008 3026,,X,X,101,STREET,1100    GLENDALE                     BL,,"(34.0762, -118.2613)"
170304968,01/16/2017,01/16/2017,1415,03,Southwest,0357,997,TRAFFIC COLLISION,4025 3037 3008 3026 3101 3602 3603,56,M,B,101,STREET,VERMONT                      AV,EXPOSITION                   BL,"(34.0184, -118.2915)"
170405815,02/11/2017,02/11/2017,1035,04,Hollenbeck,0412,997,TRAFFIC COLLISION,3101 3401 3701 3603 3025 0605 3008,74,M,H,101,STREET,PASADENA,AVENUE 34,"(34.084, -118.2135)"
170410952,06/03/2017,06/03/2017,1515,04,Hollenbeck,0497,997,TRAFFIC COLLISION,0605 3101 3401 3701 4004 3004 3025 3603,23,M,H,101,STREET,OLYMPIC                      BL,SOTO                         ST,"(34.0234, -118.2177)"
171106156,02/15/2017,02/15/2017,1730,11,Northeast,1147,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025 3603,33,M,C,101,STREET,1900    SUNNY HEIGHTS                DR,,"(34.107, -118.2229)"
171106193,02/16/2017,02/16/2017,1420,11,Northeast,1151,997,TRAFFIC COLLISION,3101 3401 3701 3008 3026 3603,28,M,H,101,STREET,SUNSET,VERMONT,"(34.0982, -118.2918)"
181306007,02/03/2018,02/03/2018,0730,13,Newton,1323,997,TRAFFIC COLLISION,0605 3101 3401 3701 4013 3008 3030 3603,52,M,H,101,STREET,VERNON                       AV,MAIN                         ST,"(34.0219, -118.2571)"
181314009,06/18/2018,06/18/2018,0735,13,Newton,1383,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3008 3025 3603,49,M,H,101,STREET,59TH                         ST,BROADWAY,"(33.9869, -118.2783)"
181313626,06/13/2018,06/12/2018,1800,13,Newton,1345,997,TRAFFIC COLLISION,0605 3103 3401 3701 4024 3008 3024 3603,25,M,H,101,STREET,HOOPER                       AV,40TH                         PL,"(34.0102, -118.2521)"
