,Date_Occurred,Time_Occurred,Area_ID,Area_Name,MO_Codes,Victim_Age,Victim_Sex,Victim_Descent,Address,Cross_Street,Location,Latitude,Longitude,geometry
6576,2020-07-21,2210,6,Hollywood,3004 3028 3030 3035 3037 3101 3401 3701 4027,38.0,Male,White,SUNSET                       BL,LA BREA                      AV,"(34.098, -118.3441)",34.098,-118.3441,POINT (-118.3441 34.098)
6577,2020-07-21,1805,6,Hollywood,3004 3024 3034 3036 3101 3401 3701 4027,48.0,Male,"Hispanic, Latin, Mexican",SANTA MONICA                 BL,WILTON                       PL,"(34.0908, -118.3136)",34.0908,-118.3136,POINT (-118.3136 34.0908)
6578,2020-07-21,1120,1,Central,1501 3004 3101 3401 3701 0605 3034,35.0,Male,"Hispanic, Latin, Mexican",8TH,FIGUEROA,"(34.0485, -118.2623)",34.0485,-118.2623,POINT (-118.2623 34.0485)
6579,2020-07-21,825,1,Central,3101 3401 3701 0605 3004 3036,21.0,Female,"Hispanic, Latin, Mexican",BROADWAY,4TH                          ST,"(34.0498, -118.2491)",34.0498,-118.2491,POINT (-118.2491 34.0498)
6580,2020-07-21,903,11,Northeast,0605 3101 3401 3701 3008 3025 3036,43.0,Male,White,LOSFELIZZ                    BL,FREEWAY 5 EX,"(34.1367, -118.2713)",34.1367,-118.2713,POINT (-118.2713 34.1367)
6581,2020-07-21,1730,5,Harbor,4025 3037 3004 3026 3029 3101,44.0,Female,White,LOMITA                       BL,NORMANDIE                    AV,"(33.7977, -118.2975)",33.7977,-118.2975,POINT (-118.2975 33.7977)
6582,2020-07-21,1540,7,Wilshire,3004 3026 3034 3037 3101 3401 3701 4027,70.0,Female,White,BURTON                       WY,ROBERTSON                    BL,"(34.0724, -118.3838)",34.0724,-118.3838,POINT (-118.3838 34.0724)
6583,2020-07-21,2145,6,Hollywood,3004 3026 3029 3035 3037 3101 3401 3701 4027,25.0,Female,Black,FOUNTAIN                     AV,HIGHLAND                     AV,"(34.0944, -118.3386)",34.0944,-118.3386,POINT (-118.3386 34.0944)
6584,2020-07-21,1800,12,77th Street,4025 3037 3004 3028 3030,47.0,Female,Other,CRENSHAW                     BL,FLORENCE                     AV,"(33.9745, -118.3309)",33.9745,-118.3309,POINT (-118.3309 33.9745)
6585,2020-07-22,1600,14,Pacific,3004 3028 3030 3035 3037 3101 3401 3701 4027,38.0,Male,Black,LINCOLN                      BL,BLUFF CREEK                  DR,"(33.9676, -118.4276)",33.9676,-118.4276,POINT (-118.4276 33.9676)
6586,2020-07-22,804,6,Hollywood,3004 3028 3030 3035 3036 3101 3401 3701 4027,48.0,Male,"Hispanic, Latin, Mexican",FOUNTAIN                     AV,CAHUENGA                     BL,"(34.0944, -118.3288)",34.0944,-118.3288,POINT (-118.3288 34.0944)
6587,2020-07-22,1515,18,Southeast,0605 4018 3037 3004 3030 3028 3101,26.0,Female,"Hispanic, Latin, Mexican",CENTRAL                      AV,E  GLEN ANDERSO                 FY,"(33.927, -118.258)",33.927,-118.258,POINT (-118.258 33.927)
6588,2020-07-22,1905,18,Southeast,0605 4018 3004 3030 3101 3037,55.0,Female,Black,CENTURY                      BL,TOWNE                        AV,"(33.9456, -118.2674)",33.9456,-118.2674,POINT (-118.2674 33.9456)
6589,2020-07-22,2035,18,Southeast,0605 4018 3036 3003 3026 3101,41.0,Female,Black,120TH                        ST,AVALON,"(33.9237, -118.2652)",33.9237,-118.2652,POINT (-118.2652 33.9237)
6590,2020-07-22,2000,18,Southeast,0605 4018 3008 3037 3029 3101 3025,35.0,Male,Black,120TH                        ST,BROADWAY,"(33.9237, -118.2782)",33.9237,-118.2782,POINT (-118.2782 33.9237)
6591,2020-07-22,1300,9,Van Nuys,3004 3037 3030 3026 3101 4026,38.0,Male,Black,WOODMAN                      AV,VENTURA                      FY,"(34.1536, -118.4259)",34.1536,-118.4259,POINT (-118.4259 34.1536)
6592,2020-07-22,1805,5,Harbor,3036 3004 3026 3029 3101,34.0,Male,Other,1ST,GAFFEY,"(33.7433, -118.2923)",33.7433,-118.2923,POINT (-118.2923 33.7433)
6593,2020-07-22,1600,20,Olympic,3004 3028 3030 3035 3036 3101 3401 3701 4027,66.0,Male,Other,VERMONT                      AV,SAN MARINO                   ST,"(34.055, -118.2916)",34.055,-118.2916,POINT (-118.2916 34.055)
6594,2020-07-22,1320,18,Southeast,0605 3037 3004 3026 3101,19.0,Unidentified,Unknown,FIGUEROA                     ST,87TH                         PL,"(33.958, -118.2827)",33.958,-118.2827,POINT (-118.2827 33.958)
6595,2020-07-22,1440,6,Hollywood,3004 3028 3030 3035 3036 3101 3401 3701 4027,19.0,Male,White,WILCOX                       AV,HOLLYWOOD                    BL,"(34.1016, -118.331)",34.1016,-118.331,POINT (-118.331 34.1016)
6596,2020-07-22,1030,8,West LA,3003 3026 3035 3036 3104 3401 3701 4027,29.0,Male,Black,WEYBURN                      AV,GLENDON                      AV,"(34.0625, -118.444)",34.0625,-118.444,POINT (-118.444 34.0625)
6597,2020-07-22,2025,20,Olympic,3003 3025 3029 3035 3037 3101 3401 3701 4027,65.0,Male,"Hispanic, Latin, Mexican",VERMONT,VENICE,"(34.0385, -118.3046)",34.0385,-118.3046,POINT (-118.3046 34.0385)
6598,2020-07-22,2035,8,West LA,3002 3004 3026 3034 3036 3101 3401 3701 4027,35.0,Male,"Hispanic, Latin, Mexican",SANTA MONICA                 BL,BUTLER                       AV,"(34.0455, -118.4519)",34.0455,-118.4519,POINT (-118.4519 34.0455)
6599,2020-07-22,1600,12,77th Street,4012 3037 3004 3028 3030 3101,45.0,Male,"Hispanic, Latin, Mexican",HOOVER                       ST,52ND                         PL,"(33.995, -118.2872)",33.995,-118.2872,POINT (-118.2872 33.995)
6600,2020-07-22,1330,21,Topanga,3004 3037 3029 3026 4026 3101,69.0,Female,Other,OXNARD                       ST,WINNETKA                     AV,"(34.1802, -118.571)",34.1802,-118.571,POINT (-118.571 34.1802)
6601,2020-07-22,2100,21,Topanga,3004 3036 3026 3104 4026,30.0,Female,Other,SATICOY                      ST,DE SOTO                      AV,"(34.2083, -118.5885)",34.2083,-118.5885,POINT (-118.5885 34.2083)
6602,2020-07-22,2045,21,Topanga,3003 3036 3026 3101 4021,46.0,Female,Other Asian,SHERMAN                      WY,MASON                        AV,"(34.201, -118.5797)",34.201,-118.5797,POINT (-118.5797 34.201)
6603,2020-07-22,1310,18,Southeast,3037 3004 3026 3101 0605,32.0,Male,Black,CENTURY                      BL,BROADWAY,"(33.9456, -118.2784)",33.9456,-118.2784,POINT (-118.2784 33.9456)
6604,2020-07-22,1130,18,Southeast,4025 3037 3004 3026 3102,29.0,Female,Black,AVALON                       BL,103RD                        ST,"(33.9467, -118.2871)",33.9467,-118.2871,POINT (-118.2871 33.9467)
6605,2020-07-22,1910,15,N Hollywood,3004 3037 3029 3026 3101 4026,24.0,Male,White,VANOWEN                      ST,WHITSETT                     AV,"(34.194, -118.4053)",34.194,-118.4053,POINT (-118.4053 34.194)
6606,2020-07-22,1610,13,Newton,3101 3401 3701 3004 3025 3801,57.0,Male,"Hispanic, Latin, Mexican",GAGE                         AV,AVALON                       BL,"(33.9825, -118.2652)",33.9825,-118.2652,POINT (-118.2652 33.9825)
6607,2020-07-22,1530,3,Southwest,4003 3036 3003 3024 3029 3101,27.0,Male,"Hispanic, Latin, Mexican",41ST                         DR,MENLO                        AV,"(34.0083, -118.29)",34.0083,-118.29,POINT (-118.29 34.0083)
6608,2020-07-22,1700,3,Southwest,4025 3037 3004 3028 3030 3101,49.0,Female,"Hispanic, Latin, Mexican",ARLINGTON                    AV,36TH                         ST,"(34.0229, -118.3176)",34.0229,-118.3176,POINT (-118.3176 34.0229)
6609,2020-07-22,1710,3,Southwest,3037 3004 3026 3101,47.0,Male,Black,LA BREA                      BL,COLISEUM                     ST,"(34.0183, -118.3556)",34.0183,-118.3556,POINT (-118.3556 34.0183)
6610,2020-07-22,1220,3,Southwest,3037 3004 3028 3011 3101,22.0,Male,"Hispanic, Latin, Mexican",NICOLET                      AV,TACANA                       ST,"(34.0163, -118.3507)",34.0163,-118.3507,POINT (-118.3507 34.0163)
6611,2020-07-22,630,3,Southwest,4025 3037 3004 3028 3030 3101,30.0,Male,Black,NORMANDIE                    AV,35TH                         ST,"(34.0246, -118.3002)",34.0246,-118.3002,POINT (-118.3002 34.0246)
6612,2020-07-22,1800,4,Hollenbeck,0605 3101 3401 3701 3004 3030,68.0,Male,"Hispanic, Latin, Mexican",2400    GATES                        ST,,"(34.0738, -118.2065)",34.0738,-118.2065,POINT (-118.2065 34.0738)
6613,2020-07-22,1425,3,Southwest,4025 3037 3004 3028 3101,66.0,Female,Black,OBAMA                        BL,LA CIENEGA                   BL,"(34.0217, -118.3724)",34.0217,-118.3724,POINT (-118.3724 34.0217)
6614,2020-07-22,1250,7,Wilshire,3004 3025 3035 3037 3101 3401 3701 4027,43.0,Male,"Hispanic, Latin, Mexican",PICO                         BL,REDONDO                      BL,"(34.0481, -118.35)",34.0481,-118.35,POINT (-118.35 34.0481)
6615,2020-07-22,2230,12,77th Street,3037 3004 3026 3101,28.0,Male,"Hispanic, Latin, Mexican",WESTERN                      AV,84TH                         ST,"(33.9627, -118.309)",33.9627,-118.309,POINT (-118.309 33.9627)
6616,2020-07-22,1750,19,Mission,3004 3036 3030 3028 3101 4026,39.0,Female,Other,ROSCOE                       BL,LANGDON                      AV,"(34.2214, -118.4699)",34.2214,-118.4699,POINT (-118.4699 34.2214)
6617,2020-07-22,339,8,West LA,3004 3028 3030 3037 3101 3401 3701 4008 3035,63.0,Male,Unknown,SANTA MONICA,COTNER                       AV,"(34.0471, -118.4461)",34.0471,-118.4461,POINT (-118.4461 34.0471)
6618,2020-07-22,1505,14,Pacific,4014 3004 3028 3030 3035 3037 3101 3401 3701,25.0,Male,White,AIRPORT                      BL,LA TIJERA                    BL,"(33.9653, -118.3853)",33.9653,-118.3853,POINT (-118.3853 33.9653)
6619,2020-07-22,1200,20,Olympic,3004 3025 3035 3037 3101 3401 3701 4020,62.0,Male,"Hispanic, Latin, Mexican",OLYMPIC,MARIPOSA,"(34.0527, -118.2989)",34.0527,-118.2989,POINT (-118.2989 34.0527)
6620,2020-07-22,1430,6,Hollywood,3004 3025 3035 3037 3101 3401 3701 4006,36.0,Female,Black,CAHUENGA,PILGRIMAGE B,"(34.1267, -118.3316)",34.1267,-118.3316,POINT (-118.3316 34.1267)
6621,2020-07-22,1440,21,Topanga,3004 3037 3030 3028 3101 4026,18.0,Male,White,CANOGA                       AV,OXNARD                       ST,"(34.1792, -118.5974)",34.1792,-118.5974,POINT (-118.5974 34.1792)
6622,2020-07-22,1900,11,Northeast,0605 3101 3401 3701 3030 3004,39.0,Female,"Hispanic, Latin, Mexican",FLETCHER,RIVERSIDE,"(34.106, -118.2565)",34.106,-118.2565,POINT (-118.2565 34.106)
6623,2020-07-22,1600,8,West LA,3004 3026 3035 3036 3101 3401 3701 4008,57.0,Female,"Hispanic, Latin, Mexican",SEPULVEDA                    BL,GETTY CENTER                 DR,"(34.0887, -118.4748)",34.0887,-118.4748,POINT (-118.4748 34.0887)
6624,2020-07-22,1635,18,Southeast,4025 3036 3004 3026 3101,38.0,Female,"Hispanic, Latin, Mexican",VERMONT                      AV,IMPERIAL                     HY,"(0.0, 0.0)",0.0,0.0,POINT (0 0)
6625,2020-07-22,1900,15,N Hollywood,3004 3037 3030 3028 3101 4026,20.0,Female,White,WHITSETT                     AV,OXNARD                       ST,"(34.1794, -118.4053)",34.1794,-118.4053,POINT (-118.4053 34.1794)
6626,2020-07-22,1210,11,Northeast,0605 3104 3401 3701 3003 3025 3036,58.0,Female,"Hispanic, Latin, Mexican",VERMONT,SUNSET,"(34.0982, -118.2918)",34.0982,-118.2918,POINT (-118.2918 34.0982)
6627,2020-07-22,1110,21,Topanga,3004 3036 3026 3101 4026,65.0,Male,"Hispanic, Latin, Mexican",MULHOLLAND                   DR,DESERET                      DR,"(34.152, -118.6295)",34.152,-118.6295,POINT (-118.6295 34.152)
6628,2020-07-22,740,21,Topanga,3034 3004 3037 3028 3103 4026,56.0,Female,Other Asian,SHOUP                        AV,SCHOOLCRAFT                  ST,"(34.1965, -118.6146)",34.1965,-118.6146,POINT (-118.6146 34.1965)
6629,2020-07-22,1605,19,Mission,3004 3037 3026 3101 4026,64.0,Female,Other Asian,PLUMMER                      ST,LENNOX                       AV,"(34.2434, -118.4611)",34.2434,-118.4611,POINT (-118.4611 34.2434)
6630,2020-07-22,1520,17,Devonshire,3004 3037 3602 3026 3101 4026,52.0,Male,Other,NORDHOFF                     ST,HASKELL                      AV,"(34.2356, -118.4763)",34.2356,-118.4763,POINT (-118.4763 34.2356)
6631,2020-07-22,1045,17,Devonshire,3004 3032 3036 3026 3101 4026,32.0,Male,"Hispanic, Latin, Mexican",LASSEN                       ST,WOODLEY                      AV,"(34.2502, -118.4849)",34.2502,-118.4849,POINT (-118.4849 34.2502)
6632,2020-07-22,440,12,77th Street,3037 3003 3025 3101,37.0,Female,Black,WESTERN                      AV,GAGE                         AV,"(33.9819, -118.309)",33.9819,-118.309,POINT (-118.309 33.9819)
6633,2020-07-22,1630,7,Wilshire,3004 3035 3036 3101 3401 3701 4007 3026,68.0,Female,"Hispanic, Latin, Mexican",SAN VICENTE                  BL,PICO                         BL,"(34.0485, -118.3393)",34.0485,-118.3393,POINT (-118.3393 34.0485)
6634,2020-07-22,1130,2,Rampart,0605 3101 3401 3701 3004 3026 3036,28.0,Female,"Hispanic, Latin, Mexican",VERMONT                      AV,OAKWOOD                      AV,"(34.0778, -118.2917)",34.0778,-118.2917,POINT (-118.2917 34.0778)
6635,2020-07-22,1425,2,Rampart,0605 3101 3401 3701 3004 3034,30.0,Male,White,TEMPLE,EDGEWARE,"(34.0663, -118.2546)",34.0663,-118.2546,POINT (-118.2546 34.0663)
6636,2020-07-22,1850,1,Central,0605 3101 3401 3701 3004 3034 3036,34.0,Male,Other,N  ALAMEDA                      ST,E  1ST                          ST,"(34.0497, -118.2381)",34.0497,-118.2381,POINT (-118.2381 34.0497)
6637,2020-07-22,710,4,Hollenbeck,0605 3101 3401 3701 3004 3026,46.0,Female,Other,SOTO                         ST,CHARLOTTE                    ST,"(34.0564, -118.2017)",34.0564,-118.2017,POINT (-118.2017 34.0564)
6638,2020-07-22,1430,2,Rampart,0605 3101 3401 3701 3004 3026 3036,84.0,Male,Other,WESTLAKE                     ST,JAMES M WOOD                 BL,"(34.0544, -118.2767)",34.0544,-118.2767,POINT (-118.2767 34.0544)
6639,2020-07-23,1600,3,Southwest,3037 3004 3026 3101,70.0,Male,Black,S  LA BREA                      AV,S  JEFFERSON                    BL,"(34.0255, -118.3549)",34.0255,-118.3549,POINT (-118.3549 34.0255)
6640,2020-07-23,1700,21,Topanga,3037 3004 3030 3028 3101 4026,52.0,Female,White,DUMETZ                       ST,TOPANGA CANYON               BL,"(34.1569, -118.6058)",34.1569,-118.6058,POINT (-118.6058 34.1569)
6641,2020-07-23,1640,19,Mission,3004 3036 3026 3101 4026 3602,42.0,Female,"Hispanic, Latin, Mexican",ROSCOE                       BL,SEPULVEDA                    PL,"(34.2214, -118.4677)",34.2214,-118.4677,POINT (-118.4677 34.2214)
6642,2020-07-23,1550,12,77th Street,3030 4012 3036 3004 3028 3101,66.0,Male,Black,HARVARD                      BL,84TH                         PL,"(33.9618, -118.3068)",33.9618,-118.3068,POINT (-118.3068 33.9618)
6643,2020-07-23,1355,18,Southeast,3037 3004 3026 3029 3101,34.0,Female,Black,SAN PEDRO                    ST,CENTURY                      BL,"(33.9456, -118.2695)",33.9456,-118.2695,POINT (-118.2695 33.9456)
6644,2020-07-23,1330,4,Hollenbeck,3101 3401 3701 0605 3004 3029 3036,19.0,Male,"Hispanic, Latin, Mexican",MISSION,DALY                         ST,"(34.0676, -118.2202)",34.0676,-118.2202,POINT (-118.2202 34.0676)
6645,2020-07-23,1830,3,Southwest,3037 3008 3024 3101,37.0,Male,White,LA BREA                      AV,N  JEFFERSON                    BL,"(34.0255, -118.3549)",34.0255,-118.3549,POINT (-118.3549 34.0255)
6646,2020-07-23,605,20,Olympic,3004 3026 3029 3035 3036 3101 3401 3701 4027,36.0,Male,"Hispanic, Latin, Mexican",6TH                          ST,WINDSOR                      BL,"(34.0636, -118.3214)",34.0636,-118.3214,POINT (-118.3214 34.0636)
6647,2020-07-23,1800,18,Southeast,3004 4018 3036 3028 3030 3101 0605,26.0,Female,"Hispanic, Latin, Mexican",168TH                        ST,FIGUEROA                     ST,"(33.8794, -118.2825)",33.8794,-118.2825,POINT (-118.2825 33.8794)
6648,2020-07-23,1910,19,Mission,3003 3037 3025 3101 4026,29.0,Male,Other Asian,CEDROS                       AV,MUMFORD                      ST,"(34.2455, -118.4527)",34.2455,-118.4527,POINT (-118.4527 34.2455)
6649,2020-07-23,1710,17,Devonshire,3037 3004 3030 3028 3101 4017,40.0,Male,White,BALBOA                       BL,PLUMMER                      ST,"(34.243, -118.5025)",34.243,-118.5025,POINT (-118.5025 34.243)
6650,2020-07-23,1725,16,Foothill,3004 3037 3025 3101 4016,34.0,Male,"Hispanic, Latin, Mexican",WHITSETT                     AV,STRATHERN                    ST,"(34.2157, -118.4053)",34.2157,-118.4053,POINT (-118.4053 34.2157)
6651,2020-07-23,800,15,N Hollywood,3004 3037 3030 3028 3101 4026,39.0,Male,White,WILLOW CREST                 AV,COLLINS                      ST,"(34.174, -118.3627)",34.174,-118.3627,POINT (-118.3627 34.174)
6652,2020-07-23,1440,10,West Valley,3025 3004 3036 3101 4010,80.0,Female,White,NOGALES                      DR,EL CABALLERO                 DR,"(34.1525, -118.5455)",34.1525,-118.5455,POINT (-118.5455 34.1525)
6653,2020-07-23,1230,2,Rampart,0605 3101 3401 3701 3004 3030 3034,58.0,Male,"Hispanic, Latin, Mexican",3RD,COLUMBIA,"(34.0594, -118.2643)",34.0594,-118.2643,POINT (-118.2643 34.0594)
6654,2020-07-23,1625,15,N Hollywood,3004 3036 3026 3101 4026,31.0,Male,Black,SHERMAN                      WY,COLDWATER CANYON             AV,"(34.2012, -118.4138)",34.2012,-118.4138,POINT (-118.4138 34.2012)
6655,2020-07-23,2030,7,Wilshire,3004 3026 3035 3037 3101 3401 3701 4007,18.0,Male,White,BEVERLY                      BL,FORMOSA                      AV,"(34.0762, -118.3462)",34.0762,-118.3462,POINT (-118.3462 34.0762)
6656,2020-07-23,1220,3,Southwest,4025 3036 3004 3026 3101,26.0,Female,Black,EXPOSITION                   BL,BILL ROBERTS                 RD,"(34.0146, -118.2872)",34.0146,-118.2872,POINT (-118.2872 34.0146)
6657,2020-07-23,1420,12,77th Street,4012 3036 3004 3026 3029 3101,46.0,Male,"Hispanic, Latin, Mexican",SLAUSON                      AV,4TH                          AV,"(33.9821, -118.3318)",33.9821,-118.3318,POINT (-118.3318 33.9821)
6658,2020-07-23,1530,17,Devonshire,3004 3037 3030 3028 3101 4017,58.0,Female,"Hispanic, Latin, Mexican",CHATSWORTH                   ST,HAYVENHURST                  AV,"(34.2647, -118.4935)",34.2647,-118.4935,POINT (-118.4935 34.2647)
6659,2020-07-23,1240,13,Newton,0605 3101 3401 3701 3004 3030 3036,54.0,Male,"Hispanic, Latin, Mexican",SAN PEDRO                    ST,52TH                         ST,"(33.9981, -118.2697)",33.9981,-118.2697,POINT (-118.2697 33.9981)
6660,2020-07-23,1230,10,West Valley,3004 3036 3026 3101 4026,40.0,Male,"Hispanic, Latin, Mexican",VICTORY                      BL,WHITE OAK                    AV,"(34.1866, -118.5185)",34.1866,-118.5185,POINT (-118.5185 34.1866)
6661,2020-07-23,1800,9,Van Nuys,3037 3004 3034 3028 3101 4009,28.0,Male,White,RIVERSIDE                    DR,FULTON                       AV,"(34.1576, -118.4225)",34.1576,-118.4225,POINT (-118.4225 34.1576)
6662,2020-07-23,1600,5,Harbor,4025 3036 3004 3028 3101,58.0,Male,"Hispanic, Latin, Mexican",W  190TH                        ST,FIGUEROA                     ST,"(33.8628, -118.2816)",33.8628,-118.2816,POINT (-118.2816 33.8628)
6663,2020-07-23,2325,18,Southeast,4025 3004 3028 3030 3101,35.0,Female,"Hispanic, Latin, Mexican",90TH                         ST,BROADWAY,"(33.9551, -118.2782)",33.9551,-118.2782,POINT (-118.2782 33.9551)
6664,2020-07-23,1045,12,77th Street,4025 0101 3028 3030 3101 3037 3004 3034,32.0,Male,"Hispanic, Latin, Mexican",81ST,WESTERN,"(33.9655, -118.309)",33.9655,-118.309,POINT (-118.309 33.9655)
6665,2020-07-23,1920,20,Olympic,3004 3026 3029 3035 3036 3101 3401 3701 4020,34.0,Female,Other Asian,3RD                          ST,BERENDO,"(34.0691, -118.2941)",34.0691,-118.2941,POINT (-118.2941 34.0691)
6666,2020-07-23,1525,12,77th Street,4025 3037 3004 3028 3030 3101,35.0,Female,"Hispanic, Latin, Mexican",HALLDALE                     AV,MANCHESTER,"(33.96, -118.3025)",33.96,-118.3025,POINT (-118.3025 33.96)
6667,2020-07-23,400,3,Southwest,3029 4025 3037 3008 3026 3101,38.0,Male,Black,CRENSHAW                     BL,VERNON                       AV,"(34.004, -118.3323)",34.004,-118.3323,POINT (-118.3323 34.004)
6668,2020-07-23,1440,20,Olympic,3008 3025 3035 3036 3101 3401 3701 4027,57.0,Male,"Hispanic, Latin, Mexican",N  WESTERN                      AV,CLINTON                      ST,"(34.082, -118.3091)",34.082,-118.3091,POINT (-118.3091 34.082)
6669,2020-07-23,1730,7,Wilshire,3004 3026 3035 3036 3101 3401 3701 4027,55.0,Female,White,VENICE                       BL,DAUPHIN                      AV,"(34.0356, -118.3766)",34.0356,-118.3766,POINT (-118.3766 34.0356)
6670,2020-07-23,1430,5,Harbor,4025 3037 3004 3028 3030 3101,59.0,Male,Other,PACIFIC COAST                HY,MCCOY,"(33.791, -118.2899)",33.791,-118.2899,POINT (-118.2899 33.791)
6671,2020-07-23,2225,20,Olympic,3004 3026 3035 3037 3101 3401 3701 4027,27.0,Male,"Hispanic, Latin, Mexican",NORMANDIE,20TH,"(34.0382, -118.3003)",34.0382,-118.3003,POINT (-118.3003 34.0382)
6672,2020-07-23,927,6,Hollywood,3004 3025 3035 3037 3101 3401 3701 4027,32.0,Male,"Hispanic, Latin, Mexican",WILTON                       PL,LA MIRADA,"(34.0938, -118.3136)",34.0938,-118.3136,POINT (-118.3136 34.0938)
6673,2020-07-23,15,18,Southeast,3037 3004 3028 3030 3101,31.0,Male,Black,MANCHESTER                   AV,HARBOR                       FY,"(33.956, -118.2772)",33.956,-118.2772,POINT (-118.2772 33.956)
6674,2020-07-23,950,6,Hollywood,3003 3026 3029 3034 3036 3104 3401 3701 4027,47.0,Female,"Hispanic, Latin, Mexican",CAHUENGA                     BL,SUNSET                       BL,"(34.098, -118.3295)",34.098,-118.3295,POINT (-118.3295 34.098)
6675,2020-07-23,2250,17,Devonshire,3004 3036 3030 3028 3101 4026,45.0,Female,Other,CHATSWORTH                   ST,SWINTON                      AV,"(34.2647, -118.4859)",34.2647,-118.4859,POINT (-118.4859 34.2647)
6676,2020-07-23,2045,12,77th Street,3037 3004 3028 3030 3101,19.0,Female,Black,SLAUSON                      AV,CRENSHAW                     BL,"(33.989, -118.3308)",33.989,-118.3308,POINT (-118.3308 33.989)
6677,2020-07-23,1240,17,Devonshire,3004 3036 3026 3101 4026,70.0,Male,White,DE SOTO                      AV,PARTHENIA                    ST,"(34.2282, -118.5885)",34.2282,-118.5885,POINT (-118.5885 34.2282)
6678,2020-07-23,1350,17,Devonshire,3004 3037 3025 3101 4026,93.0,Male,White,NORDHOFF                     AV,NORDHOFF                     PL,"(34.2318, -118.5711)",34.2318,-118.5711,POINT (-118.5711 34.2318)
6679,2020-07-23,1630,13,Newton,3101 3401 3701 3004 3026 3036 0605,28.0,Male,Black,51ST                         ST,MCKINLEY                     AV,"(34.0219, -118.2571)",34.0219,-118.2571,POINT (-118.2571 34.0219)
6680,2020-07-23,1600,10,West Valley,3004 3036 3026 3101 4026,64.0,Male,Other,VANOWEN                      ST,ETIWANDA                     AV,"(34.1939, -118.5317)",34.1939,-118.5317,POINT (-118.5317 34.1939)
6681,2020-07-23,1240,10,West Valley,3004 3036 3029 3026 3101 4026,59.0,Female,White,RESEDA                       BL,STRATHERN                    ST,"(34.2157, -118.5361)",34.2157,-118.5361,POINT (-118.5361 34.2157)
6682,2020-07-23,1650,7,Wilshire,3004 3028 3030 3035 3037 3101 3401 3701 4027,44.0,Female,White,OAKHURST                     AV,PICO                         BL,"(34.0483, -118.372)",34.0483,-118.372,POINT (-118.372 34.0483)
6683,2020-07-23,1325,7,Wilshire,3004 3028 3030 3035 3037 3101 3401 3701 4027,38.0,Male,White,MARYLAND                     DR,SWEETZER                     AV,"(34.0676, -118.3708)",34.0676,-118.3708,POINT (-118.3708 34.0676)
6684,2020-07-23,1455,4,Hollenbeck,0605 3101 3401 3701 3004 3025,18.0,Male,"Hispanic, Latin, Mexican",SAN FERNANDO,HUMBOLDT,"(34.0768, -118.2228)",34.0768,-118.2228,POINT (-118.2228 34.0768)
6685,2020-07-23,935,2,Rampart,0605 3101 3401 3701 3004 3025,62.0,Male,White,MARATHON,ROBINSON,"(34.0819, -118.2781)",34.0819,-118.2781,POINT (-118.2781 34.0819)
6686,2020-07-23,1500,13,Newton,1501 0605 3101 3401 3701 3004 3026 3036,,Unidentified,Unknown,16TH,MCGARRY,"(34.0232, -118.2409)",34.0232,-118.2409,POINT (-118.2409 34.0232)
6687,2020-07-23,2125,4,Hollenbeck,0605 3101 3401 3701 3004 3025 3034,45.0,Female,Other,HUNTINGTON                   DR,N  EASTERN                      AV,"(34.0862, -118.1779)",34.0862,-118.1779,POINT (-118.1779 34.0862)
6688,2020-07-23,1240,2,Rampart,0605 3101 3401 3701 3003 3026,45.0,Male,White,BEVERLY                      BL,ALVARADO                     ST,"(34.0667, -118.2703)",34.0667,-118.2703,POINT (-118.2703 34.0667)
6689,2020-07-23,1915,13,Newton,0605 3101 3401 3701 3004 3026,55.0,Male,"Hispanic, Latin, Mexican",MAIN                         ST,GAGE                         AV,"(33.9824, -118.2739)",33.9824,-118.2739,POINT (-118.2739 33.9824)
6690,2020-07-24,510,16,Foothill,3004 3030 3032 3028 3102 4026 3037,62.0,Male,White,FOOTHILL                     BL,ORO VISTA                    AV,"(34.2597, -118.3158)",34.2597,-118.3158,POINT (-118.3158 34.2597)
6691,2020-07-24,2310,14,Pacific,3004 3026 3029 3034 3036 3101 3401 3701 4027,27.0,Female,"Hispanic, Latin, Mexican",SEPULVEDA,VENICE,"(34.013, -118.4172)",34.013,-118.4172,POINT (-118.4172 34.013)
6692,2020-07-24,1510,7,Wilshire,3004 3026 3029 3035 3037 3101 3401 3701 4007,41.0,Male,"Hispanic, Latin, Mexican",WILSHIRE                     BL,HIGHLAND,"(34.0653, -118.3269)",34.0653,-118.3269,POINT (-118.3269 34.0653)
6693,2020-07-24,1730,21,Topanga,3003 3037 3029 3025 3101 4026 1218,51.0,Male,White,TOPANGA CANYON               BL,VENTURA                      BL,"(34.1685, -118.6059)",34.1685,-118.6059,POINT (-118.6059 34.1685)
6694,2020-07-24,1300,15,N Hollywood,3004 3037 3026 3101 4026 3602,18.0,Male,"Hispanic, Latin, Mexican",LAUREL CANYON                BL,EMELITA                      ST,"(34.1763, -118.3965)",34.1763,-118.3965,POINT (-118.3965 34.1763)
6695,2020-07-24,1610,16,Foothill,3004 3037 3029 3026 3101 4026,31.0,Female,"Hispanic, Latin, Mexican",VINELAND                     AV,RATNER                       ST,"(34.2166, -118.3703)",34.2166,-118.3703,POINT (-118.3703 34.2166)
